time,acceleration,pressure,altitude,height,speed,temperature,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,latitude,longitude,altitude
0.83,132.52,83638,1588.86,20.88,113.79,27.7,145.72,6.8,-5.63,-48.42,12.77,-3.45,0.42,0.18,-0.25,18.74,4.13,40.8857936,-104.6373311,1679
0.84,133.05,83638,1588.86,20.88,115.04,27.7,145.95,7.01,-5.53,-50.31,15.77,-2.72,0.42,0.18,-0.25,18.63,4.13,40.8857936,-104.6373311,1679
0.85,133.58,83626,1590.03,22.05,116.29,27.7,146.43,7.24,-5.6,-56.96,17.66,-1.74,0.42,0.19,-0.24,18.5,4.13,40.8857936,-104.6373311,1679
0.86,133.05,83622,1590.42,22.44,117.55,27.7,146.48,6.24,-6.17,-67.76,20.28,-0.77,0.42,0.19,-0.25,18.34,4.13,40.8857936,-104.6373311,1679
0.87,132.52,83622,1590.42,22.44,118.81,27.7,146.87,7.1,-4.92,-79.3,23.27,-1.07,0.42,0.19,-0.25,18.16,4.13,40.8857936,-104.6373311,1679
0.88,132.52,83616,1591,23.02,120.06,27.7,145.73,7.4,-3.91,-90.29,25.17,-0.34,0.42,0.2,-0.24,17.96,4.13,40.8857936,-104.6373311,1679
0.89,132.52,83615,1591.1,23.12,121.32,27.7,146.31,6.51,-4.39,-101.76,27,0.51,0.42,0.2,-0.24,17.74,4.13,40.8857936,-104.6373311,1679
0.9,132.52,83608,1591.78,23.8,122.58,27.7,146.48,7.26,-4.72,-113.85,29.13,0.15,0.42,0.2,-0.24,17.5,4.13,40.8857936,-104.6373311,1679
0.91,132.52,83589,1593.63,25.65,123.85,27.7,146.73,6.82,-4.3,-125.81,30.9,1.12,0.43,0.2,-0.24,17.24,4.13,40.8857936,-104.6373311,1679
0.92,133.58,83599,1592.66,24.68,125.11,27.7,146.49,6.12,-3.86,-135.7,32.55,0.82,0.42,0.22,-0.23,16.96,4.13,40.8857936,-104.6373311,1679
0.93,133.05,83594,1593.14,25.16,126.38,27.7,147.58,6.97,-3.18,-146.44,34.02,0.64,0.43,0.22,-0.22,16.67,4.13,40.8857936,-104.6373311,1679
0.94,133.58,83582,1594.31,26.33,127.65,27.7,147.06,6.92,-3.32,-159.32,35.48,1.19,0.43,0.22,-0.21,16.37,4.13,40.8857936,-104.6373311,1679
0.95,132.52,83569,1595.58,27.59,128.93,27.7,147.23,6.2,-3.35,-173.11,36.82,0.39,0.43,0.23,-0.21,16.05,4.13,40.8857936,-104.6373311,1679
0.96,133.05,83582,1594.31,26.33,130.2,27.7,146.34,7.25,-2.15,-187.4,37.68,0.33,0.43,0.25,-0.2,15.72,4.13,40.8857936,-104.6373311,1679
0.97,132.52,83572,1595.28,27.3,131.48,27.7,146.48,6.22,-2.26,-204.18,38.29,0.45,0.43,0.25,-0.19,15.39,4.13,40.8857936,-104.6373311,1679
0.98,132.52,83575,1594.99,27.01,132.75,27.7,146.38,6.74,-2.41,-221.82,38.65,-0.83,0.43,0.26,-0.18,15.05,4.13,40.8857936,-104.6373311,1679
0.98,132.52,83575,1594.99,27.01,132.75,27.7,146.38,6.74,-2.41,-221.82,38.65,-0.83,0.43,0.26,-0.18,15.05,4.13,40.8857936,-104.6373311,1679
0.99,132.52,83556,1596.84,28.86,134.03,27.7,146.27,7.07,-1.76,-239.95,39.33,-1.26,0.43,0.27,-0.18,14.7,4.13,40.8857936,-104.6373311,1679
1,133.05,83555,1596.94,28.96,135.32,27.7,146.07,6.39,-1.47,-256.8,39.57,-1.99,0.43,0.27,-0.17,14.35,4.13,40.8857936,-104.6373311,1679
1.01,133.58,83552,1597.23,29.25,136.61,27.7,147.03,6.6,-1.45,-273.76,39.81,-3.45,0.44,0.27,-0.17,13.99,4.13,40.8857936,-104.6373311,1679
1.02,133.58,83536,1598.79,30.81,137.9,27.7,146.76,7.28,-0.71,-292.56,39.81,-4.12,0.44,0.28,-0.16,13.64,4.13,40.8857936,-104.6373311,1679
1.03,133.58,83542,1598.2,30.22,139.19,27.7,147.12,6.23,-0.49,-310.87,39.2,-5.16,0.44,0.3,-0.15,13.28,4.13,40.8857936,-104.6373311,1679
1.04,133.58,83528,1599.57,31.58,140.49,27.7,148,7.56,-1.37,-329.98,38.9,-7.42,0.44,0.3,-0.14,12.93,4.13,40.8857936,-104.6373311,1679
1.05,134.11,83530,1599.37,31.39,141.8,27.7,146.68,7.95,-0.18,-350.06,38.29,-7.85,0.44,0.31,-0.12,12.57,4.13,40.8857936,-104.6373311,1679
1.06,134.11,83516,1600.73,32.75,143.11,27.7,147.5,7.09,-0.14,-369.84,36.95,-8.89,0.44,0.32,-0.11,12.23,4.13,40.8857936,-104.6373311,1679
1.07,135.17,83527,1599.66,31.68,144.42,27.7,147.61,8.4,-0.49,-389,35.79,-10.66,0.44,0.33,-0.09,11.88,4.13,40.8857936,-104.6373311,1679
1.08,134.64,83506,1601.71,33.73,145.74,27.7,148.2,8,0.37,-408.11,34.81,-10.59,0.44,0.33,-0.08,11.55,4.13,40.8857936,-104.6373311,1679
1.09,135.17,83491,1603.17,35.19,147.06,27.7,148.43,8.4,-0.04,-427.21,33.1,-12.06,0.44,0.34,-0.06,11.22,4.13,40.8857936,-104.6373311,1679
1.1,135.17,83486,1603.65,35.67,148.38,27.7,148.32,9.56,-0.58,-446.13,31.88,-13.28,0.44,0.34,-0.05,10.89,4.13,40.8857936,-104.6373311,1679
1.11,134.64,83495,1602.78,34.8,149.7,27.7,148.42,9.33,0.71,-464.08,30.96,-13.28,0.44,0.34,-0.01,10.57,4.13,40.8857936,-104.6373311,1679
1.12,134.11,83483,1603.95,35.97,151.02,27.7,148.41,9.82,0.1,-480.86,28.64,-14.01,0.44,0.33,0,10.26,4.13,40.8857936,-104.6373311,1679
1.13,134.11,83483,1603.95,35.97,152.34,27.7,147.8,10.14,-1.19,-497.65,27.48,-14.01,0.44,0.33,0.01,9.96,4.13,40.8857936,-104.6373311,1679
1.14,134.64,83502,1602.1,34.12,153.67,27.7,148.29,10.16,-0.45,-512.6,26.69,-13.83,0.44,0.34,0.05,9.66,4.13,40.8857936,-104.6373311,1679
1.15,135.17,83488,1603.46,35.48,154.99,27.7,148.25,10.74,-1.41,-525.18,24.98,-13.77,0.44,0.32,0.06,9.38,4.13,40.8857936,-104.6373311,1679
1.16,134.64,83495,1602.78,34.8,156.32,27.7,148.62,10.63,-1.78,-535.37,24.55,-13.4,0.44,0.32,0.09,9.1,4.13,40.8857936,-104.6373311,1679
1.17,134.11,83479,1604.34,36.35,157.65,27.7,148.51,11.38,-2.15,-542.39,24.37,-13.1,0.44,0.31,0.1,8.82,4.13,40.8857936,-104.6373311,1679
1.18,134.11,83473,1604.92,36.94,158.98,27.7,147.87,10.68,-2.78,-546.66,24.19,-12.61,0.44,0.3,0.12,8.56,4.13,40.8857936,-104.6373311,1679
1.19,137.29,83468,1605.41,37.43,160.32,27.7,147.65,10.71,-3.3,-548.98,24.62,-12.43,0.44,0.29,0.14,8.3,4.13,40.8857936,-104.6373311,1679
1.2,134.11,83453,1606.87,38.89,161.65,27.7,150.79,11.11,-4.46,-548.31,25.71,-12.24,0.44,0.28,0.15,8.05,4.13,40.8857936,-104.6373311,1679
1.21,134.11,83449,1607.26,39.28,162.98,27.7,148.69,10.86,-4.67,-546.29,26.87,-12.43,0.44,0.26,0.17,7.81,4.13,40.8857936,-104.6373311,1679
1.22,134.64,83432,1608.91,40.93,164.32,27.7,148.9,10.54,-3.66,-543.91,28.83,-12.36,0.44,0.24,0.17,7.58,4.13,40.8857936,-104.6373311,1679
1.23,134.64,83427,1609.4,41.42,165.65,27.7,148.09,10.02,-4.98,-541.17,29.93,-12.67,0.44,0.22,0.18,7.38,4.13,40.8857936,-104.6373311,1679
1.24,134.64,83418,1610.28,42.3,166.99,27.7,148.02,10.5,-4.92,-537.75,32.12,-13.59,0.44,0.2,0.2,7.2,4.13,40.8857936,-104.6373311,1679
1.25,134.64,83407,1611.35,43.37,168.32,27.7,147.61,10.51,-4.57,-533.96,34.2,-14.13,0.44,0.19,0.21,7.05,4.13,40.8857936,-104.6373311,1679
1.26,134.64,83383,1613.69,45.71,169.66,27.7,148.25,9.94,-5.44,-531.95,35.54,-14.81,0.44,0.16,0.21,6.95,4.13,40.8857936,-104.6373311,1679
1.27,135.17,83386,1613.4,45.42,171,27.7,148.12,9.89,-5.16,-530.85,37.56,-15.78,0.44,0.14,0.22,6.91,4.13,40.8857936,-104.6373311,1679
1.28,135.17,83387,1613.3,45.32,172.34,27.7,148.6,9.8,-5.17,-530.12,38.96,-17.13,0.44,0.13,0.21,6.92,4.13,40.8857936,-104.6373311,1679
1.29,135.7,83361,1615.83,47.85,173.68,27.7,148.42,9.6,-5.49,-529.69,40.18,-18.53,0.44,0.11,0.22,6.99,4.13,40.8857936,-104.6373311,1679
1.3,135.17,83365,1615.44,47.46,175.02,27.7,149.6,9.96,-5.37,-529.63,41.71,-20.18,0.44,0.09,0.22,7.12,4.12,40.8857936,-104.6373311,1679
1.3,135.17,83365,1615.44,47.46,175.02,27.7,149.6,9.96,-5.37,-529.63,41.71,-20.18,0.44,0.09,0.22,7.12,4.12,40.8857936,-104.6373311,1679
1.31,135.17,83351,1616.81,48.83,176.36,27.7,149.03,9.77,-4.76,-530.3,42.5,-21.95,0.44,0.06,0.22,7.32,4.12,40.8857936,-104.6373311,1679
1.32,135.17,83345,1617.39,49.41,177.7,27.7,148.16,10.07,-5.3,-532.56,43.17,-23.53,0.43,0.04,0.22,7.58,4.12,40.8857936,-104.6373311,1679
1.33,135.7,83352,1616.71,48.73,179.04,27.7,149.06,10.36,-3.75,-536.83,43.96,-24.94,0.43,0.02,0.21,7.9,4.12,40.8857936,-104.6373311,1679
1.34,134.64,83324,1619.44,51.46,180.37,27.7,149.35,10.31,-5,-542.2,43.42,-26.95,0.43,-0.01,0.2,8.26,4.12,40.8857936,-104.6373311,1679
1.35,134.64,83337,1618.17,50.19,181.7,27.7,148.44,11.32,-4.96,-548.43,43.72,-28.91,0.43,-0.03,0.18,8.66,4.12,40.8857936,-104.6373311,1679
1.36,134.11,83330,1618.86,50.87,183.03,27.7,148.25,11.38,-2.66,-555.51,43.42,-29.88,0.43,-0.04,0.19,9.11,4.12,40.8857936,-104.6373311,1679
1.37,134.11,83330,1618.86,50.87,184.36,27.7,148.28,11.94,-4.23,-563.75,42.87,-31.35,0.43,-0.07,0.16,9.58,4.12,40.8857936,-104.6373311,1679
1.38,134.11,83329,1618.95,50.97,185.68,27.7,147.65,12.54,-4.53,-572.36,42.38,-32.57,0.43,-0.08,0.14,10.08,4.12,40.8857936,-104.6373311,1679
1.39,134.64,83315,1620.32,52.34,187.01,27.7,148.55,12.96,-4.3,-581.27,41.77,-33.12,0.43,-0.09,0.13,10.59,4.12,40.8857936,-104.6373311,1679
1.4,137.29,83309,1620.9,52.92,188.34,27.7,147.99,13.61,-4.26,-589.45,40.67,-33.48,0.42,-0.11,0.1,11.11,4.12,40.8857936,-104.6373311,1679
1.41,137.29,83318,1620.03,52.05,189.68,27.7,148.23,14.47,-4.6,-598.05,39.75,-33.67,0.42,-0.12,0.07,11.63,4.12,40.8857936,-104.6373311,1679
1.42,136.76,83314,1620.42,52.44,191.01,27.7,150.36,15.16,-4.58,-605.38,38.84,-33.36,0.42,-0.12,0.06,12.14,4.12,40.8857936,-104.6373311,1679
1.43,136.76,83299,1621.88,53.9,192.34,27.7,151.51,14.82,-5.11,-610.87,38.96,-32.32,0.42,-0.13,0.03,12.64,4.12,40.8857936,-104.6373311,1679
1.44,136.76,83288,1622.95,54.97,193.67,27.7,150.92,15.04,-6.49,-614.35,40.24,-32.2,0.42,-0.13,0.03,13.14,4.12,40.8857936,-104.6373311,1679
1.45,134.64,83305,1621.29,53.31,194.98,27.7,149.13,16.28,-6.87,-618.13,39.94,-30.98,0.42,-0.14,-0.02,13.62,4.12,40.8857936,-104.6373311,1679
1.46,134.64,83300,1621.78,53.8,196.29,27.7,149.58,15.59,-6.15,-618.62,40.85,-29.82,0.42,-0.14,-0.05,14.06,4.12,40.8857936,-104.6373311,1679
1.47,135.7,83262,1625.49,57.51,197.6,27.7,149.43,16,-7.35,-616.55,42.19,-29.82,0.41,-0.13,-0.07,14.49,4.12,40.8857936,-104.6373311,1679
1.48,133.58,83274,1624.32,56.34,198.89,27.7,151.66,15.49,-7.63,-617.1,44.03,-28.6,0.41,-0.12,-0.1,14.89,4.12,40.8857936,-104.6373311,1679
1.49,133.58,83267,1625,57.02,200.18,27.7,148.79,15.79,-7.25,-617.89,45.55,-28.42,0.41,-0.11,-0.12,15.26,4.12,40.8857936,-104.6373311,1679
1.5,131.99,83269,1624.81,56.83,201.46,27.7,146.1,16.27,-8.14,-618.68,47.14,-27.99,0.41,-0.09,-0.14,15.59,4.12,40.8857936,-104.6373311,1679
1.51,133.05,83242,1627.44,59.46,202.74,27.7,145.48,16.4,-7.36,-621.06,49.09,-28.05,0.41,-0.08,-0.17,15.89,4.12,40.8857936,-104.6373311,1679
1.52,132.52,83251,1626.56,58.58,204.02,27.7,145.99,15.78,-7.78,-623.81,50.43,-27.87,0.41,-0.07,-0.18,16.14,4.12,40.8857936,-104.6373311,1679
1.53,133.58,83252,1626.47,58.48,205.29,27.7,145.82,16.86,-8.08,-626.68,52.57,-28.91,0.41,-0.04,-0.2,16.37,4.12,40.8857936,-104.6373311,1679
1.54,133.58,83267,1625,57.02,206.56,27.7,147.74,16.69,-7.82,-630.16,54.59,-28.72,0.41,-0.02,-0.2,16.54,4.12,40.8857936,-104.6373311,1679
1.55,131.99,83236,1628.03,60.05,207.83,27.7,146.18,16.47,-7.54,-636.14,55.62,-29.52,0.42,0.01,-0.22,16.68,4.12,40.8857936,-104.6373311,1679
1.56,133.05,83241,1627.54,59.56,209.1,27.7,145.41,17.42,-7.45,-644.56,56.78,-30.25,0.42,0.02,-0.23,16.77,4.12,40.8857936,-104.6373311,1679
1.57,133.05,83238,1627.83,59.85,210.36,27.7,146.57,17.42,-6.83,-654.27,58,-30.55,0.42,0.05,-0.24,16.82,4.12,40.8857936,-104.6373311,1679
1.58,131.46,83259,1625.78,57.8,211.63,27.7,146.02,17.63,-6.34,-665.5,57.94,-31.84,0.42,0.08,-0.25,16.82,4.12,40.8857936,-104.6373311,1679
1.59,131.99,83237,1627.93,59.95,212.89,27.7,145.06,18.22,-6.62,-678.01,58.25,-31.96,0.42,0.11,-0.25,16.78,4.12,40.8857936,-104.6373311,1679
1.6,131.46,83241,1627.54,59.56,214.15,27.7,145.17,18.45,-5.82,-690.34,58.55,-33.18,0.42,0.13,-0.25,16.68,4.12,40.8857936,-104.6373311,1679
1.61,131.46,83256,1626.08,58.09,215.41,27.7,145.15,19.43,-5.96,-703.28,57.94,-33.42,0.43,0.17,-0.24,16.54,4.12,40.8857936,-104.6373311,1679
1.62,131.99,83252,1626.47,58.48,216.67,27.7,145.05,19.38,-6.23,-716.28,57.88,-33.18,0.43,0.2,-0.23,16.35,4.13,40.8857936,-104.6373311,1679
1.62,131.99,83252,1626.47,58.48,216.67,27.7,145.05,19.38,-6.23,-716.28,57.88,-33.18,0.43,0.2,-0.23,16.35,4.13,40.8857936,-104.6373311,1679
1.63,132.52,83244,1627.25,59.27,217.94,27.7,145.49,20.53,-5.86,-730.38,56.54,-33.3,0.43,0.23,-0.21,16.11,4.13,40.8857936,-104.6373311,1679
1.64,133.58,83255,1626.17,58.19,219.21,27.7,145.92,20.26,-7.86,-742.53,56.11,-33,0.43,0.25,-0.2,15.81,4.13,40.8860707,-104.636977,1723
1.64,133.58,83255,1626.17,58.19,219.21,27.7,145.92,20.26,-7.86,-742.53,56.11,-33,0.43,0.25,-0.2,15.81,4.13,40.8860707,-104.636977,1723
1.64,133.58,83255,1626.17,58.19,219.21,27.7,145.92,20.26,-7.86,-742.53,56.11,-33,0.43,0.25,-0.2,15.81,4.13,40.8860707,-104.636977,1723
1.65,133.58,83265,1625.2,57.22,220.49,27.7,146.55,20.63,-6.45,-753.76,56.11,-33.06,0.43,0.27,-0.17,15.47,4.13,40.8860707,-104.636977,1723
1.66,133.58,83244,1627.25,59.27,221.78,27.7,147.43,20.8,-7.27,-767.8,56.11,-32.57,0.43,0.29,-0.15,15.07,4.13,40.8860707,-104.636977,1723
1.67,135.17,83266,1625.1,57.12,223.07,27.7,149.87,20.03,-6.88,-775.98,56.48,-32.2,0.44,0.31,-0.14,14.61,4.13,40.8860707,-104.636977,1723
1.68,135.17,83263,1625.39,57.41,224.36,27.7,148.27,22.58,-7.13,-784.77,56.78,-32.26,0.44,0.32,-0.11,14.11,4.13,40.8860707,-104.636977,1723
1.69,131.99,83254,1626.27,58.29,225.65,27.7,145.74,20.94,-7.96,-792.76,57.7,-31.23,0.44,0.34,-0.07,13.55,4.13,40.8860707,-104.636977,1723
1.7,131.46,83260,1625.68,57.7,226.94,27.7,145.54,21.57,-8.97,-801.98,57.82,-31.59,0.44,0.33,-0.05,12.96,4.13,40.8860707,-104.636977,1723
1.71,130.93,83246,1627.05,59.07,228.24,27.7,145.16,21.78,-9.4,-807.78,59.35,-32.38,0.44,0.33,-0.01,12.32,4.13,40.8860707,-104.636977,1723
1.72,131.46,83259,1625.78,57.8,229.54,27.7,144.74,22.05,-7.57,-812.9,61.12,-33.06,0.44,0.34,0.02,11.63,4.13,40.8860707,-104.636977,1723
1.73,138.88,83262,1625.49,57.51,230.86,27.7,144.77,21.46,-8.81,-818.21,62.21,-33.24,0.44,0.33,0.07,10.93,4.13,40.8860707,-104.636977,1723
1.74,136.76,83275,1624.22,56.24,232.18,27.7,152.29,20.54,-7.35,-826.27,63.01,-34.34,0.44,0.32,0.1,10.21,4.13,40.8860707,-104.636977,1723
1.75,134.11,83268,1624.9,56.92,233.5,27.7,150.44,22.05,-8,-832.92,63.44,-34.7,0.44,0.3,0.13,9.51,4.13,40.8860707,-104.636977,1723
1.76,134.11,83265,1625.2,57.22,234.82,27.7,147.92,23.76,-9.4,-839.21,64.66,-35.68,0.44,0.28,0.16,8.83,4.13,40.8860707,-104.636977,1723
1.77,131.46,83294,1622.37,54.39,236.14,27.7,144.83,21.53,-6.89,-844.64,65.51,-35.31,0.44,0.25,0.19,8.22,4.13,40.8860707,-104.636977,1723
1.78,131.46,83299,1621.88,53.9,237.44,27.7,143.92,22.38,-7.88,-853.74,64.78,-37.02,0.44,0.22,0.2,7.68,4.13,40.8860707,-104.636977,1723
1.79,131.46,83308,1621,53.02,238.75,27.7,145.29,23.39,-8.04,-862.4,65.57,-37.88,0.44,0.18,0.2,7.27,4.13,40.8860707,-104.636977,1723
1.8,130.93,83313,1620.51,52.53,240.04,27.7,144.19,23.22,-8.1,-873.45,65.39,-37.33,0.44,0.16,0.21,7.03,4.13,40.8860707,-104.636977,1723
1.81,129.34,83312,1620.61,52.63,241.33,27.7,144.28,23.14,-9.94,-881.51,64.78,-38.18,0.44,0.11,0.22,6.97,4.13,40.8860707,-104.636977,1723
1.82,128.81,83297,1622.07,54.09,242.62,27.6,142.83,23.33,-7.66,-890.48,65.08,-38.85,0.44,0.08,0.22,7.1,4.13,40.8860707,-104.636977,1723
1.83,128.81,83322,1619.64,51.66,243.9,27.7,142.25,24.85,-8.79,-896.28,64.35,-39.83,0.43,0.05,0.22,7.4,4.13,40.8860707,-104.636977,1723
1.84,128.81,83342,1617.69,49.7,245.18,27.7,142.1,25.82,-10.34,-901.29,65.45,-40.01,0.43,0.01,0.2,7.87,4.13,40.8860707,-104.636977,1723
1.85,129.34,83346,1617.3,49.31,246.46,27.6,142.15,26.3,-10.24,-909.28,66.3,-40.38,0.43,-0.02,0.19,8.47,4.13,40.8860707,-104.636977,1723
1.86,129.87,83355,1616.42,48.44,247.73,27.6,142.83,25.29,-10.8,-916.97,66.37,-39.77,0.43,-0.05,0.17,9.16,4.13,40.8860707,-104.636977,1723
1.87,129.87,83367,1615.25,47.27,249.01,27.6,143.37,26.29,-11.14,-922.71,67.89,-40.26,0.43,-0.08,0.14,9.92,4.13,40.8860707,-104.636977,1723
1.88,130.4,83378,1614.18,46.19,250.29,27.7,143.78,26.46,-11.69,-927.78,69.72,-40.01,0.42,-0.1,0.11,10.72,4.13,40.8860707,-104.636977,1723
1.89,130.93,83383,1613.69,45.71,251.57,27.7,144.46,24.98,-10.09,-932.72,71.43,-39.89,0.42,-0.12,0.06,11.54,4.13,40.8860707,-104.636977,1723
1.9,130.93,83392,1612.81,44.83,252.83,27.6,144.31,25.46,-11.78,-939.31,72.1,-41.97,0.42,-0.13,0.03,12.35,4.13,40.8860707,-104.636977,1723
1.91,128.81,83401,1611.93,43.95,254.1,27.7,144.2,27.5,-10,-947.19,74.24,-41.11,0.42,-0.13,-0.01,13.13,4.13,40.8860707,-104.636977,1723
1.92,128.28,83419,1610.18,42.2,255.35,27.7,142.1,25.75,-9.71,-956.4,74.24,-42.09,0.42,-0.14,-0.06,13.88,4.13,40.8860707,-104.636977,1723
1.93,128.28,83431,1609.01,41.03,256.59,27.6,141.67,26.77,-11.43,-965.74,74.54,-44.47,0.42,-0.12,-0.09,14.58,4.13,40.8860707,-104.636977,1723
1.94,127.75,83438,1608.33,40.35,257.83,27.6,141.84,26.77,-9.96,-975.14,75.64,-45.32,0.42,-0.1,-0.12,15.22,4.15,40.8860707,-104.636977,1723
1.94,127.75,83438,1608.33,40.35,257.83,27.6,141.84,26.77,-9.96,-975.14,75.64,-45.32,0.42,-0.1,-0.12,15.22,4.15,40.8860707,-104.636977,1723
1.95,127.75,83459,1606.28,38.3,259.06,27.7,141.04,27.17,-10.66,-986.37,75.28,-46,0.41,-0.08,-0.15,15.78,4.15,40.8860707,-104.636977,1723
1.96,127.75,83481,1604.14,36.16,260.29,27.7,140.94,28.95,-11.05,-996.08,75.46,-47.09,0.42,-0.06,-0.18,16.27,4.15,40.8860707,-104.636977,1723
1.97,128.81,83491,1603.17,35.19,261.52,27.6,141.18,29.07,-10.41,-1009.75,75.58,-46.73,0.42,-0.02,-0.21,16.65,4.15,40.8860707,-104.636977,1723
1.98,128.81,83522,1600.15,32.17,262.75,27.6,142.15,28.41,-10.75,-1022.38,74.06,-48.19,0.42,0.02,-0.23,16.94,4.15,40.8860707,-104.636977,1723
1.99,129.87,83533,1599.08,31.1,263.98,27.6,143.43,29.15,-11.32,-1032.82,73.93,-48.38,0.42,0.06,-0.23,17.13,4.15,40.8860707,-104.636977,1723
2,129.34,83543,1598.11,30.12,265.21,27.6,142.48,28.88,-10.85,-1039.17,74.91,-47.09,0.42,0.09,-0.25,17.18,4.15,40.8860707,-104.636977,1723
2.01,129.34,83566,1595.87,27.89,266.44,27.6,142.68,29.46,-11.99,-1045.21,74.91,-48.74,0.42,0.14,-0.25,17.13,4.15,40.8860707,-104.636977,1723
2.02,128.28,83591,1593.44,25.45,267.66,27.6,142.76,31.9,-13.27,-1049.79,75.34,-50.21,0.42,0.19,-0.24,16.97,4.15,40.8860707,-104.636977,1723
2.03,127.75,83610,1591.59,23.61,268.89,27.6,141.73,32.96,-13.05,-1055.34,77.05,-49.48,0.43,0.22,-0.23,16.68,4.15,40.8860707,-104.636977,1723
2.04,127.75,83613,1591.3,23.31,270.11,27.6,141.32,31.21,-12.35,-1060.29,77.84,-47.64,0.43,0.25,-0.19,16.26,4.15,40.8860707,-104.636977,1723
2.05,127.75,83637,1588.96,20.98,271.34,27.6,141.03,31.75,-14.77,-1063.58,79.92,-48.32,0.43,0.29,-0.16,15.71,4.15,40.8860707,-104.636977,1723
2.06,127.75,83654,1587.31,19.33,272.58,27.7,141,31.77,-12.83,-1068.1,83.33,-46.67,0.43,0.32,-0.13,15.03,4.15,40.8860707,-104.636977,1723
2.07,127.75,83689,1583.91,15.93,273.82,27.6,141.09,30.5,-11.88,-1076.52,84.13,-45.75,0.43,0.33,-0.1,14.24,4.15,40.8860707,-104.636977,1723
2.08,130.4,83695,1583.32,15.34,275.06,27.6,141.34,31.59,-13.18,-1084.46,85.41,-47.89,0.44,0.34,-0.05,13.37,4.15,40.8860707,-104.636977,1723
2.09,130.4,83714,1581.48,13.5,276.32,27.6,143.31,30.76,-9.59,-1092.64,87.3,-49.41,0.44,0.34,0,12.42,4.15,40.8860707,-104.636977,1723
2.1,128.81,83746,1578.37,10.39,277.58,27.6,142.32,31.45,-11.59,-1103.32,86.87,-49.05,0.44,0.34,0.06,11.43,4.15,40.8860707,-104.636977,1723
2.11,127.75,83770,1576.04,8.06,278.84,27.6,141.11,32.7,-12.2,-1113.21,87.55,-50.82,0.44,0.31,0.09,10.42,4.15,40.8860707,-104.636977,1723
2.12,127.75,83799,1573.22,5.24,280.1,27.6,140.95,33.62,-11.22,-1123.22,87.85,-50.88,0.44,0.29,0.14,9.43,4.15,40.8860707,-104.636977,1723
2.13,127.75,83825,1570.7,2.72,281.36,27.6,140.82,31.67,-11.18,-1131.4,87.55,-50.21,0.44,0.26,0.17,8.54,4.15,40.8860707,-104.636977,1723
2.14,127.75,83839,1569.34,1.36,282.62,27.6,140.81,34.68,-11.98,-1137.38,87.18,-49.78,0.44,0.21,0.19,7.81,4.15,40.8860707,-104.636977,1723
2.15,128.28,83869,1566.43,-1.55,283.89,27.6,141.38,34.34,-11.85,-1140.06,87.06,-48.44,0.44,0.17,0.21,7.32,4.15,40.8860707,-104.636977,1723
2.16,127.22,83897,1563.71,-4.27,285.15,27.6,141.6,34.17,-11.78,-1137.8,88.34,-47.03,0.44,0.13,0.23,7.15,4.15,40.8860707,-104.636977,1723
2.17,126.69,83927,1560.8,-7.18,286.41,27.6,140.7,34.52,-10.97,-1135.61,89.99,-46.3,0.43,0.09,0.22,7.33,4.15,40.8860707,-104.636977,1723
2.18,128.28,83951,1558.48,-9.5,287.67,27.6,140.27,34.42,-10.25,-1135.91,90.96,-43.62,0.43,0.04,0.21,7.84,4.15,40.8860707,-104.636977,1723
2.19,127.22,83976,1556.05,-11.93,288.93,27.6,141.56,34.66,-11.18,-1134.39,92.18,-42.82,0.43,-0.01,0.2,8.6,4.15,40.8860707,-104.636977,1723
2.2,127.22,83995,1554.21,-13.77,290.18,27.6,140.62,34.66,-10.64,-1131.27,94.5,-40.01,0.43,-0.04,0.17,9.53,4.15,40.8860707,-104.636977,1723
2.21,126.69,84030,1550.82,-17.16,291.43,27.6,139.98,34.25,-8.41,-1128.47,96.52,-37.33,0.42,-0.08,0.14,10.55,4.15,40.8860707,-104.636977,1723
2.22,125.63,84043,1549.56,-18.42,292.66,27.6,139.55,34.73,-9.14,-1126.39,97.31,-36.72,0.42,-0.11,0.09,11.59,4.15,40.8860707,-104.636977,1723
2.23,125.63,84066,1547.34,-20.65,293.89,27.6,139.14,34.36,-6.86,-1123.46,98.65,-36.05,0.42,-0.13,0.06,12.61,4.15,40.8860707,-104.636977,1723
2.24,125.1,84107,1543.37,-24.62,295.11,27.6,139.04,35.72,-5.73,-1125.41,98.17,-32.75,0.42,-0.13,0.02,13.55,4.15,40.8860707,-104.636977,1723
2.25,125.1,84137,1540.46,-27.52,296.32,27.6,138.6,34.39,-6.16,-1126.94,97.19,-30.49,0.42,-0.14,-0.02,14.39,4.15,40.8860707,-104.636977,1723
2.26,124.04,84154,1538.82,-29.16,297.53,27.6,138.27,35.01,-3.76,-1127.55,96.76,-27.81,0.42,-0.13,-0.08,15.1,4.13,40.8860707,-104.636977,1723
2.26,124.04,84154,1538.82,-29.16,297.53,27.6,138.27,35.01,-3.76,-1127.55,96.76,-27.81,0.42,-0.13,-0.08,15.1,4.13,40.8860707,-104.636977,1723
2.27,124.04,84185,1535.82,-32.16,298.72,27.6,137.75,35.21,-3.4,-1128.4,95.24,-24.82,0.42,-0.1,-0.12,15.66,4.13,40.8860707,-104.636977,1723
